GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADR001,ADR002
"G3701630","1850","North Carolina","370","Sampson","1630","Sampson",253,142
"G3701670","1850","North Carolina","370","Stanly","1670","Stanly",158,45
"G3701690","1850","North Carolina","370","Stokes","1690","Stokes",187,45
"G3701710","1850","North Carolina","370","Surry","1710","Surry",495,53
"G3701770","1850","North Carolina","370","Tyrrell","1770","Tyrrell",126,45
"G3701790","1850","North Carolina","370","Union","1790","Union",289,67
"G3701830","1850","North Carolina","370","Wake","1830","Wake",398,268
"G3701850","1850","North Carolina","370","Warren","1850","Warren",104,211
"G3701870","1850","North Carolina","370","Washington","1870","Washington",114,54
"G3701890","1850","North Carolina","370","Watauga","1890","Watauga",88,3
"G3701910","1850","North Carolina","370","Wayne","1910","Wayne",284,140
"G3701930","1850","North Carolina","370","Wilkes","1930","Wilkes",207,35
"G3701990","1850","North Carolina","370","Yancey","1990","Yancey",294,9
"G3900010","1850","Ohio","390","Adams","0010","Adams",,
"G3900030","1850","Ohio","390","Allen","0030","Allen",,
"G3900050","1850","Ohio","390","Ashland","0050","Ashland",,
"G3900070","1850","Ohio","390","Ashtabula","0070","Ashtabula",,
"G3900090","1850","Ohio","390","Athens","0090","Athens",,
"G3900110","1850","Ohio","390","Auglaize","0110","Auglaize",,
"G3900130","1850","Ohio","390","Belmont","0130","Belmont",,
"G3900150","1850","Ohio","390","Brown","0150","Brown",,
"G3900170","1850","Ohio","390","Butler","0170","Butler",,
"G3900190","1850","Ohio","390","Carroll","0190","Carroll",,
"G3900210","1850","Ohio","390","Champaign","0210","Champaign",,
"G3900230","1850","Ohio","390","Clark","0230","Clark",,
"G3900250","1850","Ohio","390","Clermont","0250","Clermont",,
"G3900270","1850","Ohio","390","Clinton","0270","Clinton",,
"G3900290","1850","Ohio","390","Columbiana","0290","Columbiana",,
"G3900310","1850","Ohio","390","Coshocton","0310","Coshocton",,
"G3900330","1850","Ohio","390","Crawford","0330","Crawford",,
"G3900350","1850","Ohio","390","Cuyahoga","0350","Cuyahoga",,
"G3900370","1850","Ohio","390","Darke","0370","Darke",,
"G3900390","1850","Ohio","390","Defiance","0390","Defiance",,
"G3900410","1850","Ohio","390","Delaware","0410","Delaware",,
"G3900430","1850","Ohio","390","Erie","0430","Erie",,
"G3900450","1850","Ohio","390","Fairfield","0450","Fairfield",,
"G3900470","1850","Ohio","390","Fayette","0470","Fayette",,
"G3900490","1850","Ohio","390","Franklin","0490","Franklin",,
"G3900510","1850","Ohio","390","Fulton","0510","Fulton",,
"G3900530","1850","Ohio","390","Gallia","0530","Gallia",,
"G3900550","1850","Ohio","390","Geauga","0550","Geauga",,
"G3900570","1850","Ohio","390","Greene","0570","Greene",,
"G3900590","1850","Ohio","390","Guernsey","0590","Guernsey",,
"G3900610","1850","Ohio","390","Hamilton","0610","Hamilton",,
"G3900630","1850","Ohio","390","Hancock","0630","Hancock",,
"G3900650","1850","Ohio","390","Hardin","0650","Hardin",,
"G3900670","1850","Ohio","390","Harrison","0670","Harrison",,
"G3900690","1850","Ohio","390","Henry","0690","Henry",,
"G3900710","1850","Ohio","390","Highland","0710","Highland",,
"G3900730","1850","Ohio","390","Hocking","0730","Hocking",,
"G3900750","1850","Ohio","390","Holmes","0750","Holmes",,
"G3900770","1850","Ohio","390","Huron","0770","Huron",,
"G3900790","1850","Ohio","390","Jackson","0790","Jackson",,
"G3900810","1850","Ohio","390","Jefferson","0810","Jefferson",,
"G3900830","1850","Ohio","390","Knox","0830","Knox",,
"G3900850","1850","Ohio","390","Lake","0850","Lake",,
"G3900870","1850","Ohio","390","Lawrence","0870","Lawrence",,
"G3900890","1850","Ohio","390","Licking","0890","Licking",,
"G3900910","1850","Ohio","390","Logan","0910","Logan",,
"G3900930","1850","Ohio","390","Lorain","0930","Lorain",,
"G3900950","1850","Ohio","390","Lucas","0950","Lucas",,
"G3900970","1850","Ohio","390","Madison","0970","Madison",,
"G3900990","1850","Ohio","390","Mahoning","0990","Mahoning",,
"G3901010","1850","Ohio","390","Marion","1010","Marion",,
"G3901030","1850","Ohio","390","Medina","1030","Medina",,
"G3901050","1850","Ohio","390","Meigs","1050","Meigs",,
"G3901070","1850","Ohio","390","Mercer","1070","Mercer",,
"G3901090","1850","Ohio","390","Miami","1090","Miami",,
"G3901110","1850","Ohio","390","Monroe","1110","Monroe",,
"G3901130","1850","Ohio","390","Montgomery","1130","Montgomery",,
"G3901150","1850","Ohio","390","Morgan","1150","Morgan",,
"G3901170","1850","Ohio","390","Morrow","1170","Morrow",,
"G3901190","1850","Ohio","390","Muskingum","1190","Muskingum",,
"G3901230","1850","Ohio","390","Ottawa","1230","Ottawa",,
"G3901250","1850","Ohio","390","Paulding","1250","Paulding",,
"G3901270","1850","Ohio","390","Perry","1270","Perry",,
"G3901290","1850","Ohio","390","Pickaway","1290","Pickaway",,
"G3901310","1850","Ohio","390","Pike","1310","Pike",,
"G3901330","1850","Ohio","390","Portage","1330","Portage",,
"G3901350","1850","Ohio","390","Preble","1350","Preble",,
"G3901370","1850","Ohio","390","Putnam","1370","Putnam",,
"G3901390","1850","Ohio","390","Richland","1390","Richland",,
"G3901410","1850","Ohio","390","Ross","1410","Ross",,
"G3901430","1850","Ohio","390","Sandusky","1430","Sandusky",,
"G3901450","1850","Ohio","390","Scioto","1450","Scioto",,
"G3901470","1850","Ohio","390","Seneca","1470","Seneca",,
"G3901490","1850","Ohio","390","Shelby","1490","Shelby",,
"G3901510","1850","Ohio","390","Stark","1510","Stark",,
"G3901530","1850","Ohio","390","Summit","1530","Summit",,
"G3901550","1850","Ohio","390","Trumbull","1550","Trumbull",,
"G3901570","1850","Ohio","390","Tuscarawas","1570","Tuscarawas",,
"G3901590","1850","Ohio","390","Union","1590","Union",,
"G3901610","1850","Ohio","390","Van Wert","1610","Van Wert",,
"G3901630","1850","Ohio","390","Vinton","1630","Vinton",,
"G3901650","1850","Ohio","390","Warren","1650","Warren",,
"G3901670","1850","Ohio","390","Washington","1670","Washington",,
"G3901690","1850","Ohio","390","Wayne","1690","Wayne",,
"G3901710","1850","Ohio","390","Williams","1710","Williams",,
"G3901730","1850","Ohio","390","Wood","1730","Wood",,
"G3901750","1850","Ohio","390","Wyandot","1750","Wyandot",,
"G4130015","1850","Oregon Territory","413","Benton","0015","Benton",,
"G4130035","1850","Oregon Territory","413","Clackamas","0035","Clackamas",,
"G4130055","1850","Oregon Territory","413","Clark","0055","Clark",,
"G4130075","1850","Oregon Territory","413","Clatsop","0075","Clatsop",,
"G4130095","1850","Oregon Territory","413","Lewis","0095","Lewis",,
"G4130115","1850","Oregon Territory","413","Linn","0115","Linn",,
"G4130135","1850","Oregon Territory","413","Marion","0135","Marion",,
"G4130155","1850","Oregon Territory","413","Polk","0155","Polk",,
"G4130175","1850","Oregon Territory","413","Washington","0175","Washington",,
"G4130195","1850","Oregon Territory","413","Yamhill","0195","Yamhill",,
"G4200010","1850","Pennsylvania","420","Adams","0010","Adams",,
"G4200030","1850","Pennsylvania","420","Allegheny","0030","Allegheny",,
"G4200050","1850","Pennsylvania","420","Armstrong","0050","Armstrong",,
"G4200070","1850","Pennsylvania","420","Beaver","0070","Beaver",,
"G4200090","1850","Pennsylvania","420","Bedford","0090","Bedford",,
"G4200110","1850","Pennsylvania","420","Berks","0110","Berks",,
"G4200130","1850","Pennsylvania","420","Blair","0130","Blair",,
"G4200150","1850","Pennsylvania","420","Bradford","0150","Bradford",,
"G4200170","1850","Pennsylvania","420","Bucks","0170","Bucks",,
"G4200190","1850","Pennsylvania","420","Butler","0190","Butler",,
"G4200210","1850","Pennsylvania","420","Cambria","0210","Cambria",,
"G4200250","1850","Pennsylvania","420","Carbon","0250","Carbon",,
"G4200270","1850","Pennsylvania","420","Centre","0270","Centre",,
"G4200290","1850","Pennsylvania","420","Chester","0290","Chester",,
"G4200310","1850","Pennsylvania","420","Clarion","0310","Clarion",,
"G4200330","1850","Pennsylvania","420","Clearfield","0330","Clearfield",,
"G4200350","1850","Pennsylvania","420","Clinton","0350","Clinton",,
"G4200370","1850","Pennsylvania","420","Columbia","0370","Columbia",,
"G4200390","1850","Pennsylvania","420","Crawford","0390","Crawford",,
"G4200410","1850","Pennsylvania","420","Cumberland","0410","Cumberland",,
"G4200430","1850","Pennsylvania","420","Dauphin","0430","Dauphin",,
"G4200450","1850","Pennsylvania","420","Delaware","0450","Delaware",,
"G4200470","1850","Pennsylvania","420","Elk","0470","Elk",,
"G4200490","1850","Pennsylvania","420","Erie","0490","Erie",,
"G4200510","1850","Pennsylvania","420","Fayette","0510","Fayette",,
"G4200550","1850","Pennsylvania","420","Franklin","0550","Franklin",,
"G4200570","1850","Pennsylvania","420","Fulton","0570","Fulton",,
"G4200590","1850","Pennsylvania","420","Greene","0590","Greene",,
"G4200610","1850","Pennsylvania","420","Huntingdon","0610","Huntingdon",,
"G4200630","1850","Pennsylvania","420","Indiana","0630","Indiana",,
"G4200650","1850","Pennsylvania","420","Jefferson","0650","Jefferson",,
"G4200670","1850","Pennsylvania","420","Juniata","0670","Juniata",,
"G4200710","1850","Pennsylvania","420","Lancaster","0710","Lancaster",,
"G4200730","1850","Pennsylvania","420","Lawrence","0730","Lawrence",,
"G4200750","1850","Pennsylvania","420","Lebanon","0750","Lebanon",,
"G4200770","1850","Pennsylvania","420","Lehigh","0770","Lehigh",,
"G4200790","1850","Pennsylvania","420","Luzerne","0790","Luzerne",,
"G4200810","1850","Pennsylvania","420","Lycoming","0810","Lycoming",,
"G4200830","1850","Pennsylvania","420","McKean","0830","Mckean",,
"G4200850","1850","Pennsylvania","420","Mercer","0850","Mercer",,
"G4200870","1850","Pennsylvania","420","Mifflin","0870","Mifflin",,
"G4200890","1850","Pennsylvania","420","Monroe","0890","Monroe",,
"G4200910","1850","Pennsylvania","420","Montgomery","0910","Montgomery",,
"G4200930","1850","Pennsylvania","420","Montour","0930","Montour",,
"G4200950","1850","Pennsylvania","420","Northampton","0950","Northampton",,
"G4200970","1850","Pennsylvania","420","Northumberland","0970","Northumberland",,
"G4200990","1850","Pennsylvania","420","Perry","0990","Perry",,
"G4201010","1850","Pennsylvania","420","Philadelphia","1010","Philadelphia",,
"G4201030","1850","Pennsylvania","420","Pike","1030","Pike",,
"G4201050","1850","Pennsylvania","420","Potter","1050","Potter",,
"G4201070","1850","Pennsylvania","420","Schuylkill","1070","Schuylkill",,
"G4201110","1850","Pennsylvania","420","Somerset","1110","Somerset",,
"G4201130","1850","Pennsylvania","420","Sullivan","1130","Sullivan",,
"G4201150","1850","Pennsylvania","420","Susquehanna","1150","Susquehanna",,
"G4201170","1850","Pennsylvania","420","Tioga","1170","Tioga",,
"G4201190","1850","Pennsylvania","420","Union","1190","Union",,
"G4201210","1850","Pennsylvania","420","Venango","1210","Venango",,
"G4201230","1850","Pennsylvania","420","Warren","1230","Warren",,
"G4201250","1850","Pennsylvania","420","Washington","1250","Washington",,
"G4201270","1850","Pennsylvania","420","Wayne","1270","Wayne",,
"G4201290","1850","Pennsylvania","420","Westmoreland","1290","Westmoreland",,
"G4201310","1850","Pennsylvania","420","Wyoming","1310","Wyoming",,
"G4201330","1850","Pennsylvania","420","York","1330","York",,
"G4400010","1850","Rhode Island","440","Bristol","0010","Bristol",,
"G4400030","1850","Rhode Island","440","Kent","0030","Kent",,
"G4400050","1850","Rhode Island","440","Newport","0050","Newport",,
"G4400070","1850","Rhode Island","440","Providence","0070","Providence",,
"G4400090","1850","Rhode Island","440","Washington","0090","Washington",,
"G4500010","1850","South Carolina","450","Abbeville","0010","Abbeville",345,635
"G4500070","1850","South Carolina","450","Anderson","0070","Anderson",426,281
"G4500110","1850","South Carolina","450","Barnwell","0110","Barnwell",319,502
"G4500130","1850","South Carolina","450","Beaufort","0130","Beaufort",130,456
"G4500190","1850","South Carolina","450","Charleston","0190","Charleston",430,618
"G4500230","1850","South Carolina","450","Chester","0230","Chester",219,289
"G4500250","1850","South Carolina","450","Chesterfield","0250","Chesterfield",191,91
"G4500290","1850","South Carolina","450","Colleton","0290","Colleton",173,828
"G4500310","1850","South Carolina","450","Darlington","0310","Darlington",191,180
"G4500370","1850","South Carolina","450","Edgefield","0370","Edgefield",451,660
"G4500390","1850","South Carolina","450","Fairfield","0390","Fairfield",184,353
"G4500430","1850","South Carolina","450","Georgetown","0430","Georgetown",51,318
"G4500450","1850","South Carolina","450","Greenville","0450","Greenville",205,125
"G4500510","1850","South Carolina","450","Horry","0510","Horry",179,39
"G4500550","1850","South Carolina","450","Kershaw","0550","Kershaw",136,205
"G4500570","1850","South Carolina","450","Lancaster","0570","Lancaster",143,145
"G4500590","1850","South Carolina","450","Laurens","0590","Laurens",200,283
"G4500630","1850","South Carolina","450","Lexington","0630","Lexington",196,139
"G4500670","1850","South Carolina","450","Marion","0670","Marion",236,127
"G4500690","1850","South Carolina","450","Marlboro","0690","Marlboro",132,136
"G4500710","1850","South Carolina","450","Newberry","0710","Newberry",155,310
"G4500750","1850","South Carolina","450","Orangeburg","0750","Orangeburg",202,491
"G4500770","1850","South Carolina","450","Pickens","0770","Pickens",347,103
"G4500790","1850","South Carolina","450","Richland","0790","Richland",152,576
"G4500830","1850","South Carolina","450","Spartanburg","0830","Spartanburg",291,101
"G4500850","1850","South Carolina","450","Sumter","0850","Sumter",249,468
"G4500870","1850","South Carolina","450","Union","0870","Union",301,306
"G4500890","1850","South Carolina","450","Williamsburg","0890","Williamsburg",154,263
"G4500910","1850","South Carolina","450","York","0910","York",219,166
"G4700010","1850","Tennessee","470","Anderson","0010","Anderson",205,12
"G4700030","1850","Tennessee","470","Bedford","0030","Bedford",524,170
"G4700050","1850","Tennessee","470","Benton","0050","Benton",184,10
"G4700070","1850","Tennessee","470","Bledsoe","0070","Bledsoe",160,33
"G4700090","1850","Tennessee","470","Blount","0090","Blount",251,25
"G4700110","1850","Tennessee","470","Bradley","0110","Bradley",339,19
"G4700130","1850","Tennessee","470","Campbell","0130","Campbell",235,11
"G4700150","1850","Tennessee","470","Cannon","0150","Cannon",284,28
"G4700170","1850","Tennessee","470","Carroll","0170","Carroll",399,121
"G4700190","1850","Tennessee","470","Carter","0190","Carter",230,10
"G4700250","1850","Tennessee","470","Claiborne","0250","Claiborne",260,16
"G4700290","1850","Tennessee","470","Cocke","0290","Cocke",271,30
"G4700310","1850","Tennessee","470","Coffee","0310","Coffee",251,50
"G4700370","1850","Tennessee","470","Davidson","0370","Davidson",590,291
"G4700390","1850","Tennessee","470","Decatur","0390","Decatur",194,27
"G4700410","1850","Tennessee","470","DeKalb","0410","De Kalb",231,29
"G4700430","1850","Tennessee","470","Dickson","0430","Dickson",200,70
"G4700450","1850","Tennessee","470","Dyer","0450","Dyer",204,50
"G4700470","1850","Tennessee","470","Fayette","0470","Fayette",295,464
"G4700490","1850","Tennessee","470","Fentress","0490","Fentress",151,5
"G4700510","1850","Tennessee","470","Franklin","0510","Franklin",326,126
"G4700530","1850","Tennessee","470","Gibson","0530","Gibson",478,142
"G4700550","1850","Tennessee","470","Giles","0550","Giles",524,311
"G4700570","1850","Tennessee","470","Grainger","0570","Grainger",381,29
"G4700590","1850","Tennessee","470","Greene","0590","Greene",431,36
"G4700610","1850","Tennessee","470","Grundy","0610","Grundy",85,6
"G4700650","1850","Tennessee","470","Hamilton","0650","Hamilton",282,15
"G4700670","1850","Tennessee","470","Hancock","0670","Hancock",162,5
"G4700690","1850","Tennessee","470","Hardeman","0690","Hardeman",283,256
"G4700710","1850","Tennessee","470","Hardin","0710","Hardin",366,53
"G4700730","1850","Tennessee","470","Hawkins","0730","Hawkins",352,51
"G4700750","1850","Tennessee","470","Haywood","0750","Haywood",240,183
"G4700770","1850","Tennessee","470","Henderson","0770","Henderson",266,73
"G4700790","1850","Tennessee","470","Henry","0790","Henry",488,156
"G4700810","1850","Tennessee","470","Hickman","0810","Hickman",237,63
"G4700850","1850","Tennessee","470","Humphreys","0850","Humphreys",163,40
"G4700870","1850","Tennessee","470","Jackson","0870","Jackson",427,42
"G4700890","1850","Tennessee","470","Jefferson","0890","Jefferson",316,27
"G4700910","1850","Tennessee","470","Johnson","0910","Johnson",139,10
"G4700930","1850","Tennessee","470","Knox","0930","Knox",511,57
"G4700970","1850","Tennessee","470","Lauderdale","0970","Lauderdale",126,62
"G4700990","1850","Tennessee","470","Lawrence","0990","Lawrence",293,35
"G4701010","1850","Tennessee","470","Lewis","1010","Lewis",143,35
"G4701030","1850","Tennessee","470","Lincoln","1030","Lincoln",478,140
"G4701070","1850","Tennessee","470","McMinn","1070","Mcminn",321,40
"G4701090","1850","Tennessee","470","McNairy","1090","Mcnairy",469,62
"G4701110","1850","Tennessee","470","Macon","1110","Macon",194,31
"G4701130","1850","Tennessee","470","Madison","1130","Madison",324,206
"G4701150","1850","Tennessee","470","Marion","1150","Marion",194,13
"G4701170","1850","Tennessee","470","Marshall","1170","Marshall",365,115
"G4701190","1850","Tennessee","470","Maury","1190","Maury",451,373
"G4701210","1850","Tennessee","470","Meigs","1210","Meigs",31,0
"G4701230","1850","Tennessee","470","Monroe","1230","Monroe",317,32
"G4701250","1850","Tennessee","470","Montgomery","1250","Montgomery",279,180
"G4701290","1850","Tennessee","470","Morgan","1290","Morgan",112,3
"G4701310","1850","Tennessee","470","Obion","1310","Obion",237,30
"G4701330","1850","Tennessee","470","Overton","1330","Overton",364,29
"G4701350","1850","Tennessee","470","Perry","1350","Perry",175,14
"G4701390","1850","Tennessee","470","Polk","1390","Polk",208,13
"G4701430","1850","Tennessee","470","Rhea","1430","Rhea",144,18
"G4701450","1850","Tennessee","470","Roane","1450","Roane",355,42
"G4701470","1850","Tennessee","470","Robertson","1470","Robertson",325,133
"G4701490","1850","Tennessee","470","Rutherford","1490","Rutherford",501,356
"G4701510","1850","Tennessee","470","Scott","1510","Scott",25,3
"G4701550","1850","Tennessee","470","Sevier","1550","Sevier",230,12
"G4701570","1850","Tennessee","470","Shelby","1570","Shelby",640,531
"G4701590","1850","Tennessee","470","Smith","1590","Smith",444,142
"G4701610","1850","Tennessee","470","Stewart","1610","Stewart",190,56
"G4701630","1850","Tennessee","470","Sullivan","1630","Sullivan",299,32
"G4701650","1850","Tennessee","470","Sumner","1650","Sumner",280,192
"G4701670","1850","Tennessee","470","Tipton","1670","Tipton",124,130
"G4701750","1850","Tennessee","470","Van Buren","1750","Van Buren",103,7
"G4701770","1850","Tennessee","470","Warren","1770","Warren",284,45
"G4701790","1850","Tennessee","470","Washington","1790","Washington",388,25
"G4701810","1850","Tennessee","470","Wayne","1810","Wayne",187,27
"G4701830","1850","Tennessee","470","Weakley","1830","Weakley",330,99
"G4701850","1850","Tennessee","470","White","1850","White",263,28
"G4701870","1850","Tennessee","470","Williamson","1870","Williamson",416,382
"G4701890","1850","Tennessee","470","Wilson","1890","Wilson",566,236
"G4800010","1850","Texas","480","Anderson","0010","Anderson",67,15
"G4800050","1850","Texas","480","Angelina","0050","Angelina",36,5
"G4800150","1850","Texas","480","Austin","0150","Austin",65,23
"G4800210","1850","Texas","480","Bastrop","0210","Bastrop",66,25
"G4800290","1850","Texas","480","Bexar","0290","Bexar",134,8
"G4800370","1850","Texas","480","Bowie","0370","Bowie",51,46
"G4800390","1850","Texas","480","Brazoria","0390","Brazoria",31,54
"G4800410","1850","Texas","480","Brazos","0410","Brazos",10,4
"G4800510","1850","Texas","480","Burleson","0510","Burleson",43,14
"G4800550","1850","Texas","480","Caldwell","0550","Caldwell",32,14
"G4800570","1850","Texas","480","Calhoun","0570","Calhoun",17,3
"G4800610","1850","Texas","480","Cameron","0610","Cameron",75,0
"G4800655","1850","Texas","480","Cass (old)","0655","Cass (old)",105,59
"G4800730","1850","Texas","480","Cherokee","0730","Cherokee",190,33
"G4800850","1850","Texas","480","Collin","0850","Collin",78,2
"G4800890","1850","Texas","480","Colorado","0890","Colorado",36,19
"G4800910","1850","Texas","480","Comal","0910","Comal",66,0
"G4800970","1850","Texas","480","Cooke","0970","Cooke",9,0
"G4801130","1850","Texas","480","Dallas","1130","Dallas",115,7
"G4801210","1850","Texas","480","Denton","1210","Denton",9,1
"G4801230","1850","Texas","480","De Witt","1230","De Witt",30,11
"G4801390","1850","Texas","480","Ellis","1390","Ellis",29,2
"G4801470","1850","Texas","480","Fannin","1470","Fannin",121,24
"G4801490","1850","Texas","480","Fayette","1490","Fayette",95,38
"G4801570","1850","Texas","480","Fort Bend","1570","Fort Bend",29,44
"G4801670","1850","Texas","480","Galveston","1670","Galveston",119,17
"G4801710","1850","Texas","480","Gillespie","1710","Gillespie",59,1
"G4801750","1850","Texas","480","Goliad","1750","Goliad",12,9
"G4801770","1850","Texas","480","Gonzales","1770","Gonzales",29,12
"G4801810","1850","Texas","480","Grayson","1810","Grayson",64,5
"G4801850","1850","Texas","480","Grimes","1850","Grimes",86,37
"G4801870","1850","Texas","480","Guadalupe","1870","Guadalupe",38,10
"G4802010","1850","Texas","480","Harris","2010","Harris",113,18
"G4802030","1850","Texas","480","Harrison","2030","Harrison",128,125
"G4802090","1850","Texas","480","Hays","2090","Hays",10,0
"G4802130","1850","Texas","480","Henderson","2130","Henderson",34,1
"G4802230","1850","Texas","480","Hopkins","2230","Hopkins",93,6
"G4802250","1850","Texas","480","Houston","2250","Houston",91,18
"G4802310","1850","Texas","480","Hunt","2310","Hunt",62,2
"G4802390","1850","Texas","480","Jackson","2390","Jackson",29,12
"G4802410","1850","Texas","480","Jasper","2410","Jasper",30,12
"G4802450","1850","Texas","480","Jefferson","2450","Jefferson",59,8
"G4802570","1850","Texas","480","Kaufman","2570","Kaufman",38,2
"G4802770","1850","Texas","480","Lamar","2770","Lamar",72,39
"G4802850","1850","Texas","480","Lavaca","2850","Lavaca",41,18
"G4802890","1850","Texas","480","Leon","2890","Leon",55,20
"G4802910","1850","Texas","480","Liberty","2910","Liberty",53,17
"G4802930","1850","Texas","480","Limestone","2930","Limestone",67,19
"G4803210","1850","Texas","480","Matagorda","3210","Matagorda",27,27
"G4803250","1850","Texas","480","Medina","3250","Medina",41,2
"G4803310","1850","Texas","480","Milam","3310","Milam",88,16
"G4803390","1850","Texas","480","Montgomery","3390","Montgomery",58,23
"G4803470","1850","Texas","480","Nacogdoches","3470","Nacogdoches",121,45
"G4803490","1850","Texas","480","Navarro","3490","Navarro",63,4
"G4803495","1850","Texas","480","Navarro-Ellis-Tarrant [multi-county reporting area]","3495","Navarro-Ellis-Tarrant (multi-county reporting area)",,
"G4803510","1850","Texas","480","Newton","3510","Newton",32,8
"G4803550","1850","Texas","480","Nueces","3550","Nueces",12,2
"G4803650","1850","Texas","480","Panola","3650","Panola",110,40
"G4803730","1850","Texas","480","Polk","3730","Polk",42,18
"G4803870","1850","Texas","480","Red River","3870","Red River",63,25
"G4803910","1850","Texas","480","Refugio","3910","Refugio",5,0
"G4803950","1850","Texas","480","Robertson","3950","Robertson",21,9
"G4804010","1850","Texas","480","Rusk","4010","Rusk",188,63
"G4804030","1850","Texas","480","Sabine","4030","Sabine",62,35
"G4804050","1850","Texas","480","San Augustine","4050","San Augustine",58,38
"G4804090","1850","Texas","480","San Patricio","4090","San Patricio",4,0
"G4804190","1850","Texas","480","Shelby","4190","Shelby",149,40
"G4804230","1850","Texas","480","Smith","4230","Smith",134,25
"G4804270","1850","Texas","480","Starr","4270","Starr",,
"G4804390","1850","Texas","480","Tarrant","4390","Tarrant",12,1
"G4804490","1850","Texas","480","Titus","4490","Titus",100,14
"G4804530","1850","Texas","480","Travis","4530","Travis",69,20
"G4804570","1850","Texas","480","Tyler","4570","Tyler",47,8
"G4804590","1850","Texas","480","Upshur","4590","Upshur",78,11
"G4804670","1850","Texas","480","Van Zandt","4670","Van Zandt",49,1
"G4804690","1850","Texas","480","Victoria","4690","Victoria",27,10
"G4804710","1850","Texas","480","Walker","4710","Walker",83,28
"G4804770","1850","Texas","480","Washington","4770","Washington",40,25
"G4804790","1850","Texas","480","Webb","4790","Webb",,
"G4804810","1850","Texas","480","Wharton","4810","Wharton",10,26
"G4804910","1850","Texas","480","Williamson","4910","Williamson",51,6
"G4950115","1850","Utah Territory","495","Davis","0115","Davis",45,
"G4950235","1850","Utah Territory","495","Great Salt Lake","0235","Great Salt Lake",232,
"G4950295","1850","Utah Territory","495","Iron","0295","Iron",21,
"G4950535","1850","Utah Territory","495","San Pete","0535","San Pete",14,
"G4950615","1850","Utah Territory","495","Tooele","0615","Tooele",6,
"G4950675","1850","Utah Territory","495","Utah","0675","Utah",79,
"G4950755","1850","Utah Territory","495","Weber","0755","Weber",35,
"G5000010","1850","Vermont","500","Addison","0010","Addison",,
"G5000030","1850","Vermont","500","Bennington","0030","Bennington",,
"G5000050","1850","Vermont","500","Caledonia","0050","Caledonia",,
"G5000070","1850","Vermont","500","Chittenden","0070","Chittenden",,
"G5000090","1850","Vermont","500","Essex","0090","Essex",,
"G5000110","1850","Vermont","500","Franklin","0110","Franklin",,
"G5000130","1850","Vermont","500","Grand Isle","0130","Grand Isle",,
"G5000150","1850","Vermont","500","Lamoille","0150","Lamoille",,
"G5000170","1850","Vermont","500","Orange","0170","Orange",,
"G5000190","1850","Vermont","500","Orleans","0190","Orleans",,
"G5000210","1850","Vermont","500","Rutland","0210","Rutland",,
"G5000230","1850","Vermont","500","Washington","0230","Washington",,
"G5000250","1850","Vermont","500","Windham","0250","Windham",,
"G5000270","1850","Vermont","500","Windsor","0270","Windsor",,
"G5100010","1850","Virginia","510","Accomack","0010","Accomack",400,154
"G5100030","1850","Virginia","510","Albemarle","0030","Albemarle",128,116
"G5100035","1850","Virginia","510","Alexandria","0035","Alexandria",239,34
"G5100050","1850","Virginia","510","Alleghany","0050","Alleghany",63,19
"G5100070","1850","Virginia","510","Amelia","0070","Amelia",76,184
"G5100090","1850","Virginia","510","Amherst","0090","Amherst",79,42
"G5100110","1850","Virginia","510","Appomattox","0110","Appomattox",82,130
"G5100150","1850","Virginia","510","Augusta","0150","Augusta",493,126
"G5100155","1850","Virginia","510","Barbour","0155","Barbour",309,1
"G5100170","1850","Virginia","510","Bath","0170","Bath",52,21
"G5100190","1850","Virginia","510","Bedford","0190","Bedford",323,310
"G5100195","1850","Virginia","510","Berkeley","0195","Berkeley",274,49
"G5100215","1850","Virginia","510","Boone","0215","Boone",145,4
"G5100230","1850","Virginia","510","Botetourt","0230","Botetourt",289,70
"G5100233","1850","Virginia","510","Braxton","0233","Braxton",71,1
"G5100237","1850","Virginia","510","Brooke","0237","Brooke",143,1
"G5100250","1850","Virginia","510","Brunswick","0250","Brunswick",111,207
"G5100290","1850","Virginia","510","Buckingham","0290","Buckingham",98,167
"G5100293","1850","Virginia","510","Cabell","0293","Cabell",155,25
"G5100310","1850","Virginia","510","Campbell","0310","Campbell",266,229
"G5100330","1850","Virginia","510","Caroline","0330","Caroline",146,273
"G5100350","1850","Virginia","510","Carroll","0350","Carroll",199,6
"G5100360","1850","Virginia","510","Charles City","0360","Charles City",70,73
"G5100370","1850","Virginia","510","Charlotte","0370","Charlotte",21,63
"G5100410","1850","Virginia","510","Chesterfield","0410","Chesterfield",232,228
"G5100430","1850","Virginia","510","Clarke","0430","Clarke",112,106
"G5100470","1850","Virginia","510","Culpeper","0470","Culpeper",133,175
"G5100490","1850","Virginia","510","Cumberland","0490","Cumberland",66,143
"G5100530","1850","Virginia","510","Dinwiddie","0530","Dinwiddie",304,231
"G5100533","1850","Virginia","510","Doddridge","0533","Doddridge",110,0
"G5100550","1850","Virginia","510","Elizabeth City","0550","Elizabeth City",88,51
"G5100570","1850","Virginia","510","Essex","0570","Essex",50,151
"G5100590","1850","Virginia","510","Fairfax","0590","Fairfax",184,74
"G5100610","1850","Virginia","510","Fauquier","0610","Fauquier",256,278
"G5100615","1850","Virginia","510","Fayette","0615","Fayette",144,1
